0|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|1|(null)|(null)
112|690105|10.32.202.30|678685_10.34.215.12|16|GigabitEthernet4/14|GigabitEthernet4/14@sjc22-22a-mpls-core2|Unknown|1000000000|6|00:1f:9e:d2:25:00|EthrntPrtclEndpntExtndd|1|2|1|1899-12-31|2199-12-31
113|690106|10.32.202.30|678685_10.34.215.12|17|GigabitEthernet4/15|GigabitEthernet4/15@sjc22-22a-mpls-core2|conneciton to Sword1|1000000000|6|00:1f:9e:d2:25:00|EthrntPrtclEndpntExtndd|1|2|1|1899-12-31|2199-12-31
114|690107|10.32.202.30|678685_10.34.215.12|18|GigabitEthernet4/16|GigabitEthernet4/16@sjc22-22a-mpls-core2|Unknown|1000000000|6|00:1f:9e:d2:25:00|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
115|690108|10.32.202.30|678685_10.34.215.12|19|GigabitEthernet4/17|GigabitEthernet4/17@sjc22-22a-mpls-core2|Unknown|1000000000|6|00:1f:9e:d2:25:00|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
116|690109|10.32.202.30|678685_10.34.215.12|20|GigabitEthernet4/18|GigabitEthernet4/18@sjc22-22a-mpls-core2|Unknown|1000000000|6|00:1f:9e:d2:25:00|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
117|690110|10.32.202.30|678685_10.34.215.12|21|GigabitEthernet4/19|GigabitEthernet4/19@sjc22-22a-mpls-core2|Unknown|1000000000|6|00:1f:9e:d2:25:00|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
118|690111|10.32.202.30|678685_10.34.215.12|22|GigabitEthernet4/20|GigabitEthernet4/20@sjc22-22a-mpls-core2|Unknown|1000000000|6|00:1f:9e:d2:25:00|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
119|690112|10.32.202.30|678685_10.34.215.12|23|GigabitEthernet4/21|GigabitEthernet4/21@sjc22-22a-mpls-core2|Unknown|1000000000|6|00:1f:9e:d2:25:00|EthrntPrtclEndpntExtndd|1|2|1|1899-12-31|2199-12-31
120|690113|10.32.202.30|678685_10.34.215.12|24|GigabitEthernet4/22|GigabitEthernet4/22@sjc22-22a-mpls-core2|Connection to branch CSR1|1000000000|6|00:1f:9e:d2:25:00|EthrntPrtclEndpntExtndd|1|1|1|1899-12-31|2199-12-31
121|690114|10.32.202.30|678685_10.34.215.12|25|GigabitEthernet4/23|GigabitEthernet4/23@sjc22-22a-mpls-core2|Unknown|1000000000|6|00:1f:9e:d2:25:00|EthrntPrtclEndpntExtndd|1|2|1|1899-12-31|2199-12-31
122|690115|10.32.202.30|678685_10.34.215.12|26|GigabitEthernet4/24|GigabitEthernet4/24@sjc22-22a-mpls-core2|Unknown|1000000000|6|00:1f:9e:d2:25:00|EthrntPrtclEndpntExtndd|1|2|1|1899-12-31|2199-12-31
123|690116|10.32.202.30|678685_10.34.215.12|30|Loopback0|Loopback0@sjc22-22a-mpls-core2|Unknown|8000000000|24|(null)|LoopbackInterface|1|1|1|1899-12-31|2199-12-31
124|690117|10.32.202.30|678685_10.34.215.12|31|Loopback1|Loopback1@sjc22-22a-mpls-core2|Unknown|8000000000|24|(null)|LoopbackInterface|1|1|1|1899-12-31|2199-12-31
125|690118|10.32.202.30|678679_10.34.215.249|4|Null0|Null0@sjc22-22a-br-csr1.cisco.com|Unknown|10000000000|1|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
126|690119|10.32.202.30|678679_10.34.215.249|8|Tunnel0|Tunnel0@sjc22-22a-br-csr1.cisco.com|PFR auto-tunnel for VRF default|10000000|131|(null)|GRETunnelInterface|1|1|1|1899-12-31|2199-12-31
127|690120|10.32.202.30|678679_10.34.215.249|6|Tunnel100|Tunnel100@sjc22-22a-br-csr1.cisco.com|** DMVPN Tunnel to ASR1 via SP1 **|100000|131|(null)|GRETunnelInterface|1|1|1|1899-12-31|2199-12-31
128|690121|10.32.202.30|678679_10.34.215.249|7|Tunnel200|Tunnel200@sjc22-22a-br-csr1.cisco.com|** DMVPN Tunnel to ASR2 via SP2 **|100000|131|(null)|GRETunnelInterface|1|2|1|1899-12-31|2199-12-31
129|690122|10.32.202.30|678679_10.34.215.249|5|Loopback0|Loopback0@sjc22-22a-br-csr1.cisco.com|Unknown|8000000000|24|(null)|LoopbackInterface|1|1|1|1899-12-31|2199-12-31
130|690123|10.32.202.30|678679_10.34.215.249|12|GigabitEthernet1.103|GigabitEthernet1.103@sjc22-22a-br-csr1.cisco.com|Unknown|1000000000|135|(null)|EthernetSubInterface|1|1|1|1899-12-31|2199-12-31
131|690124|10.32.202.30|678679_10.34.215.249|9|GigabitEthernet1.131|GigabitEthernet1.131@sjc22-22a-br-csr1.cisco.com|Unknown|1000000000|135|(null)|EthernetSubInterface|1|1|1|1899-12-31|2199-12-31
132|690125|10.32.202.30|678679_10.34.215.249|10|GigabitEthernet1.132|GigabitEthernet1.132@sjc22-22a-br-csr1.cisco.com|Unknown|1000000000|135|(null)|EthernetSubInterface|1|1|1|1899-12-31|2199-12-31
133|690126|10.32.202.30|678679_10.34.215.249|1|GigabitEthernet1|GigabitEthernet1@sjc22-22a-br-csr1.cisco.com|Unknown|1000000000|6|00:50:56:9b:1a:87|EthrntPrtclEndpntExtndd|1|1|1|1899-12-31|2199-12-31
134|690127|10.32.202.30|678679_10.34.215.249|2|GigabitEthernet2|GigabitEthernet2@sjc22-22a-br-csr1.cisco.com|Unknown|100000000|6|00:50:56:9b:26:80|EthrntPrtclEndpntExtndd|1|1|1|1899-12-31|2199-12-31
135|690128|10.32.202.30|678679_10.34.215.249|3|GigabitEthernet3|GigabitEthernet3@sjc22-22a-br-csr1.cisco.com|to CORE2|100000000|6|00:50:56:9b:94:0c|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
136|690129|10.32.202.30|678679_10.34.215.249|11|GigabitEthernet4|GigabitEthernet4@sjc22-22a-br-csr1.cisco.com|Unknown|1000000000|6|00:50:56:9b:90:86|EthrntPrtclEndpntExtndd|1|1|1|1899-12-31|2199-12-31
137|690130|10.32.202.30|678695_10.34.215.29|1|Vlan1|Vlan1@sjc22-11a-access1|Unknown|1000000000|53|(null)|VLANInterfaceExtended|1|1|1|1899-12-31|2199-12-31
138|690131|10.32.202.30|678695_10.34.215.29|5179|StackPort1|StackPort1@sjc22-11a-access1|Unknown|0|53|(null)|IntrfcPrtclEndpnt|1|2|1|1899-12-31|2199-12-31
139|690132|10.32.202.30|678695_10.34.215.29|5180|StackSub-St1-1|StackSub-St1-1@sjc22-11a-access1|Unknown|0|53|(null)|IntrfcPrtclEndpnt|1|2|1|1899-12-31|2199-12-31
140|690133|10.32.202.30|678695_10.34.215.29|5181|StackSub-St1-2|StackSub-St1-2@sjc22-11a-access1|Unknown|0|53|(null)|IntrfcPrtclEndpnt|1|2|1|1899-12-31|2199-12-31
141|690134|10.32.202.30|678695_10.34.215.29|14501|Null0|Null0@sjc22-11a-access1|Unknown|10000000000|1|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
142|690135|10.32.202.30|678690_10.34.215.10|11|VoIP-Null0|VoIP-Null0@sjc22-22a-pfrmc.cisco.com|Unknown|10000000000|1|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
143|690136|10.32.202.30|678690_10.34.215.10|12|Null0|Null0@sjc22-22a-pfrmc.cisco.com|Unknown|10000000000|1|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
144|690137|10.32.202.30|678695_10.34.215.29|10101|GigabitEthernet1/0/1|GigabitEthernet1/0/1@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:81|SwitchPort|1|1|1|1899-12-31|2199-12-31
145|690138|10.32.202.30|678695_10.34.215.29|10102|GigabitEthernet1/0/2|GigabitEthernet1/0/2@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:82|SwitchPort|1|1|1|1899-12-31|2199-12-31
146|690139|10.32.202.30|678695_10.34.215.29|10103|GigabitEthernet1/0/3|GigabitEthernet1/0/3@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:83|SwitchPort|1|1|1|1899-12-31|2199-12-31
147|690140|10.32.202.30|678695_10.34.215.29|10104|GigabitEthernet1/0/4|GigabitEthernet1/0/4@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:84|SwitchPort|1|1|1|1899-12-31|2199-12-31
148|690141|10.32.202.30|678695_10.34.215.29|10105|GigabitEthernet1/0/5|GigabitEthernet1/0/5@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:85|SwitchPort|1|1|1|1899-12-31|2199-12-31
149|690142|10.32.202.30|678695_10.34.215.29|10106|GigabitEthernet1/0/6|GigabitEthernet1/0/6@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:86|SwitchPort|1|1|1|1899-12-31|2199-12-31
150|690143|10.32.202.30|678695_10.34.215.29|10107|GigabitEthernet1/0/7|GigabitEthernet1/0/7@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:87|SwitchPort|1|1|1|1899-12-31|2199-12-31
151|690144|10.32.202.30|678695_10.34.215.29|10108|GigabitEthernet1/0/8|GigabitEthernet1/0/8@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:88|SwitchPort|1|1|1|1899-12-31|2199-12-31
152|690145|10.32.202.30|678695_10.34.215.29|10109|GigabitEthernet1/0/9|GigabitEthernet1/0/9@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:89|SwitchPort|1|1|1|1899-12-31|2199-12-31
153|690146|10.32.202.30|678695_10.34.215.29|10110|GigabitEthernet1/0/10|GigabitEthernet1/0/10@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:8a|SwitchPort|1|1|1|1899-12-31|2199-12-31
154|690147|10.32.202.30|678695_10.34.215.29|10111|GigabitEthernet1/0/11|GigabitEthernet1/0/11@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:8b|SwitchPort|1|1|1|1899-12-31|2199-12-31
155|690148|10.32.202.30|678695_10.34.215.29|10112|GigabitEthernet1/0/12|GigabitEthernet1/0/12@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:8c|SwitchPort|1|1|1|1899-12-31|2199-12-31
156|690149|10.32.202.30|678695_10.34.215.29|10113|GigabitEthernet1/0/13|GigabitEthernet1/0/13@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:8d|SwitchPort|1|1|1|1899-12-31|2199-12-31
157|690150|10.32.202.30|678695_10.34.215.29|10114|GigabitEthernet1/0/14|GigabitEthernet1/0/14@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:8e|SwitchPort|1|1|1|1899-12-31|2199-12-31
158|690151|10.32.202.30|678695_10.34.215.29|10115|GigabitEthernet1/0/15|GigabitEthernet1/0/15@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:8f|SwitchPort|1|1|1|1899-12-31|2199-12-31
159|690152|10.32.202.30|678695_10.34.215.29|10116|GigabitEthernet1/0/16|GigabitEthernet1/0/16@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:90|SwitchPort|1|1|1|1899-12-31|2199-12-31
160|690153|10.32.202.30|678695_10.34.215.29|10117|GigabitEthernet1/0/17|GigabitEthernet1/0/17@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:91|SwitchPort|1|1|1|1899-12-31|2199-12-31
161|690154|10.32.202.30|678695_10.34.215.29|10118|GigabitEthernet1/0/18|GigabitEthernet1/0/18@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:92|SwitchPort|1|1|1|1899-12-31|2199-12-31
162|690155|10.32.202.30|678695_10.34.215.29|10119|GigabitEthernet1/0/19|GigabitEthernet1/0/19@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:93|SwitchPort|1|1|1|1899-12-31|2199-12-31
163|690156|10.32.202.30|678695_10.34.215.29|10120|GigabitEthernet1/0/20|GigabitEthernet1/0/20@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:94|SwitchPort|1|1|1|1899-12-31|2199-12-31
164|690157|10.32.202.30|678695_10.34.215.29|10121|GigabitEthernet1/0/21|GigabitEthernet1/0/21@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:95|SwitchPort|1|1|1|1899-12-31|2199-12-31
165|690158|10.32.202.30|678695_10.34.215.29|10122|GigabitEthernet1/0/22|GigabitEthernet1/0/22@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:96|SwitchPort|1|1|1|1899-12-31|2199-12-31
166|690159|10.32.202.30|678695_10.34.215.29|10123|GigabitEthernet1/0/23|GigabitEthernet1/0/23@sjc22-11a-access1|Wireless AP only|1000000000|6|00:14:6a:f7:91:97|SwitchPort|1|1|1|1899-12-31|2199-12-31
167|690160|10.32.202.30|678695_10.34.215.29|10124|GigabitEthernet1/0/24|GigabitEthernet1/0/24@sjc22-11a-access1|to sjc22-00a-master-sw1|1000000000|6|00:14:6a:f7:91:98|SwitchPort|1|1|1|1899-12-31|2199-12-31
168|690161|10.32.202.30|678695_10.34.215.29|10125|GigabitEthernet1/0/25|GigabitEthernet1/0/25@sjc22-11a-access1|Unknown|10000000|6|00:14:6a:f7:91:99|SwitchPort|1|2|1|1899-12-31|2199-12-31
169|690162|10.32.202.30|678695_10.34.215.29|10126|GigabitEthernet1/0/26|GigabitEthernet1/0/26@sjc22-11a-access1|Unknown|10000000|6|00:14:6a:f7:91:9a|SwitchPort|1|2|1|1899-12-31|2199-12-31
170|690163|10.32.202.30|678695_10.34.215.29|10127|GigabitEthernet1/0/27|GigabitEthernet1/0/27@sjc22-11a-access1|Unknown|10000000|6|00:14:6a:f7:91:9b|SwitchPort|1|2|1|1899-12-31|2199-12-31
171|690164|10.32.202.30|678695_10.34.215.29|10128|GigabitEthernet1/0/28|GigabitEthernet1/0/28@sjc22-11a-access1|Unknown|10000000|6|00:14:6a:f7:91:9c|SwitchPort|1|2|1|1899-12-31|2199-12-31
172|690165|10.32.202.30|678690_10.34.215.10|1|GigabitEthernet0/0/0|GigabitEthernet0/0/0@sjc22-22a-pfrmc.cisco.com|Unknown|1000000000|6|44:2b:03:97:08:00|EthrntPrtclEndpntExtndd|1|1|1|1899-12-31|2199-12-31
173|690166|10.32.202.30|678690_10.34.215.10|2|GigabitEthernet0/0/1|GigabitEthernet0/0/1@sjc22-22a-pfrmc.cisco.com|Unknown|1000000000|6|44:2b:03:97:08:01|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
174|690167|10.32.202.30|678690_10.34.215.10|3|GigabitEthernet0/0/2|GigabitEthernet0/0/2@sjc22-22a-pfrmc.cisco.com|Unknown|1000000000|6|44:2b:03:97:08:02|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
175|690168|10.32.202.30|678690_10.34.215.10|4|GigabitEthernet0/0/3|GigabitEthernet0/0/3@sjc22-22a-pfrmc.cisco.com|Unknown|1000000000|6|44:2b:03:97:08:03|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
176|690169|10.32.202.30|678690_10.34.215.10|5|GigabitEthernet0/1/0|GigabitEthernet0/1/0@sjc22-22a-pfrmc.cisco.com|Unknown|1000000000|6|44:2b:03:97:08:10|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
177|690170|10.32.202.30|678690_10.34.215.10|6|GigabitEthernet0/1/1|GigabitEthernet0/1/1@sjc22-22a-pfrmc.cisco.com|Unknown|1000000000|6|44:2b:03:97:08:11|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
178|690171|10.32.202.30|678690_10.34.215.10|7|GigabitEthernet0/1/2|GigabitEthernet0/1/2@sjc22-22a-pfrmc.cisco.com|Unknown|1000000000|6|44:2b:03:97:08:12|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
179|690172|10.32.202.30|678690_10.34.215.10|8|GigabitEthernet0/1/3|GigabitEthernet0/1/3@sjc22-22a-pfrmc.cisco.com|Unknown|1000000000|6|44:2b:03:97:08:13|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
180|690173|10.32.202.30|678690_10.34.215.10|9|GigabitEthernet0/1/4|GigabitEthernet0/1/4@sjc22-22a-pfrmc.cisco.com|Unknown|1000000000|6|44:2b:03:97:08:14|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
181|690174|10.32.202.30|678690_10.34.215.10|10|GigabitEthernet0|GigabitEthernet0@sjc22-22a-pfrmc.cisco.com|Unknown|10000000|6|44:2b:03:97:08:40|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
182|690175|10.32.202.30|678690_10.34.215.10|13|Loopback0|Loopback0@sjc22-22a-pfrmc.cisco.com|Unknown|8000000000|24|(null)|LoopbackInterface|1|1|1|1899-12-31|2199-12-31
183|690176|10.32.202.30|678680_10.34.215.4|15|VoIP-Null0|VoIP-Null0@sjc22-22a-heb2.cisco.com|Unknown|10000000000|1|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
184|690177|10.32.202.30|678680_10.34.215.4|16|Null0|Null0@sjc22-22a-heb2.cisco.com|Unknown|10000000000|1|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
185|690178|10.32.202.30|678680_10.34.215.4|45|NVI0|NVI0@sjc22-22a-heb2.cisco.com|Unknown|56000|1|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
186|690179|10.32.202.30|678680_10.34.215.4|33|Tunnel0|Tunnel0@sjc22-22a-heb2.cisco.com|Pim Register Tunnel (Encap) for RP 4.255.254.254|100000|131|(null)|GRETunnelInterface|1|1|1|1899-12-31|2199-12-31
187|690181|10.32.202.30|678680_10.34.215.4|39|Tunnel20|Tunnel20@sjc22-22a-heb2.cisco.com|Unknown|100000|131|(null)|GRETunnelInterface|1|2|1|1899-12-31|2199-12-31
188|690182|10.32.202.30|678680_10.34.215.4|42|Tunnel100|Tunnel100@sjc22-22a-heb2.cisco.com|** DMVPN Tunnel to DMVPN 100 to ASR1 via SP1 **|50000000|131|(null)|GRETunnelInterface|1|1|1|1899-12-31|2199-12-31
189|690183|10.32.202.30|678680_10.34.215.4|34|Tunnel200|Tunnel200@sjc22-22a-heb2.cisco.com|** DMVPN Tunnel to DMVPN 200 to ASR2 via SP2 **|50000000|131|(null)|GRETunnelInterface|1|1|1|1899-12-31|2199-12-31
190|690184|10.32.202.30|678680_10.34.215.4|18|Loopback0|Loopback0@sjc22-22a-heb2.cisco.com|Unknown|8000000000|24|(null)|LoopbackInterface|1|1|1|1899-12-31|2199-12-31
191|690185|10.32.202.30|678680_10.34.215.4|49|GigabitEthernet1/1|GigabitEthernet1/1@sjc22-22a-heb2.cisco.com|Internal switch interface connected to Service Module|1000000000|6|00:00:00:00:00:09|SwitchPort|1|1|1|1899-12-31|2199-12-31
192|690186|10.32.202.30|678680_10.34.215.4|50|GigabitEthernet2/1|GigabitEthernet2/1@sjc22-22a-heb2.cisco.com|Internal switch interface connected to Service Module|1000000000|6|00:00:00:00:00:0a|SwitchPort|1|1|1|1899-12-31|2199-12-31
193|690187|10.32.202.30|678680_10.34.215.4|38|GigabitEthernet0/0.50|GigabitEthernet0/0.50@sjc22-22a-heb2.cisco.com|Unknown|1000000000|135|(null)|EthernetSubInterface|2|2|1|1899-12-31|2199-12-31
194|690188|10.32.202.30|678680_10.34.215.4|19|GigabitEthernet0/0.100|GigabitEthernet0/0.100@sjc22-22a-heb2.cisco.com|Wireless AP vlan|1000000000|135|(null)|EthernetSubInterface|2|2|1|1899-12-31|2199-12-31
195|690189|10.32.202.30|678680_10.34.215.4|21|GigabitEthernet0/0.102|GigabitEthernet0/0.102@sjc22-22a-heb2.cisco.com|alpha-voice SSID VLAN|1000000000|135|(null)|EthernetSubInterface|2|2|1|1899-12-31|2199-12-31
196|690190|10.32.202.30|678680_10.34.215.4|22|GigabitEthernet0/0.103|GigabitEthernet0/0.103@sjc22-22a-heb2.cisco.com|alpha-byod SSID VLAN|1000000000|135|(null)|EthernetSubInterface|2|2|1|1899-12-31|2199-12-31
197|690193|10.32.202.30|678680_10.34.215.4|23|GigabitEthernet0/0.211|GigabitEthernet0/0.211@sjc22-22a-heb2.cisco.com|Data VLAN for 2nd floor|1000000000|135|(null)|EthernetSubInterface|2|2|1|1899-12-31|2199-12-31
198|690194|10.32.202.30|678680_10.34.215.4|24|GigabitEthernet0/0.212|GigabitEthernet0/0.212@sjc22-22a-heb2.cisco.com|Voice VLAN for 2nd Floor|1000000000|135|(null)|EthernetSubInterface|2|2|1|1899-12-31|2199-12-31
199|690195|10.32.202.30|678680_10.34.215.4|25|GigabitEthernet0/0.221|GigabitEthernet0/0.221@sjc22-22a-heb2.cisco.com|Data VLAN for 3rd floor|1000000000|135|(null)|EthernetSubInterface|2|2|1|1899-12-31|2199-12-31
200|690196|10.32.202.30|678680_10.34.215.4|26|GigabitEthernet0/0.222|GigabitEthernet0/0.222@sjc22-22a-heb2.cisco.com|Voice VLAN for 3rd Floor|1000000000|135|(null)|EthernetSubInterface|2|2|1|1899-12-31|2199-12-31
201|690197|10.32.202.30|678680_10.34.215.4|27|GigabitEthernet0/0.311|GigabitEthernet0/0.311@sjc22-22a-heb2.cisco.com|SSID  ERG-Live for HEB|1000000000|135|(null)|EthernetSubInterface|2|2|1|1899-12-31|2199-12-31
202|690198|10.32.202.30|678680_10.34.215.4|52|GigabitEthernet2/0.501|GigabitEthernet2/0.501@sjc22-22a-heb2.cisco.com|Unknown|1000000000|135|(null)|EthernetSubInterface|1|1|1|1899-12-31|2199-12-31
203|690199|10.32.202.30|678680_10.34.215.4|17|Vlan1|Vlan1@sjc22-22a-heb2.cisco.com|Unknown|100000000|53|(null)|VLANInterfaceExtended|1|1|1|1899-12-31|2199-12-31
204|690200|10.32.202.30|678680_10.34.215.4|32|Vlan500|Vlan500@sjc22-22a-heb2.cisco.com|WAAS MGF|100000000|53|(null)|VLANInterfaceExtended|1|2|1|1899-12-31|2199-12-31
205|690201|10.32.202.30|678680_10.34.215.4|1|GigabitEthernet0/0|GigabitEthernet0/0@sjc22-22a-heb2.cisco.com|Unknown|1000000000|6|30:e4:db:49:17:00|EthrntPrtclEndpntExtndd|1|1|1|1899-12-31|2199-12-31
206|690202|10.32.202.30|678680_10.34.215.4|2|GigabitEthernet0/1|GigabitEthernet0/1@sjc22-22a-heb2.cisco.com|Uplink to MPLS CORE1|1000000000|6|30:e4:db:49:17:01|EthrntPrtclEndpntExtndd|1|1|1|1899-12-31|2199-12-31
207|690203|10.32.202.30|678680_10.34.215.4|3|GigabitEthernet0/2|GigabitEthernet0/2@sjc22-22a-heb2.cisco.com|Uplink to MPLS CORE2|1000000000|6|30:e4:db:49:17:02|EthrntPrtclEndpntExtndd|1|1|1|1899-12-31|2199-12-31
208|690204|10.32.202.30|678680_10.34.215.4|4|GigabitEthernet0/3|GigabitEthernet0/3@sjc22-22a-heb2.cisco.com|Unknown|1000000000|6|30:e4:db:49:17:03|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
209|690205|10.32.202.30|678680_10.34.215.4|46|GigabitEthernet1/0|GigabitEthernet1/0@sjc22-22a-heb2.cisco.com|Unknown|1000000000|6|30:e4:db:49:17:48|EthrntPrtclEndpntExtndd|2|2|1|1899-12-31|2199-12-31
210|690206|10.32.202.30|678680_10.34.215.4|47|GigabitEthernet2/0|GigabitEthernet2/0@sjc22-22a-heb2.cisco.com|Unknown|1000000000|6|30:e4:db:49:17:50|EthrntPrtclEndpntExtndd|1|1|1|1899-12-31|2199-12-31
211|690209|10.32.202.30|678689_10.34.215.3|8|VoIP-Null0|VoIP-Null0@sjc22-22a-heb1.cisco.com|Unknown|10000000000|1|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
212|690210|10.32.202.30|678689_10.34.215.3|9|Null0|Null0@sjc22-22a-heb1.cisco.com|Unknown|10000000000|1|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
213|690211|10.32.202.30|678689_10.34.215.3|12|GMPLS1|GMPLS1@sjc22-22a-heb1.cisco.com|Unknown|9000|1|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
214|690212|10.32.202.30|678689_10.34.215.3|47|Cellular0/3/3|Cellular0/3/3@sjc22-22a-heb1.cisco.com|Unknown|9000|1|(null)|IntrfcPrtclEndpnt|1|2|1|1899-12-31|2199-12-31
215|690213|10.32.202.30|678689_10.34.215.3|54|NVI0|NVI0@sjc22-22a-heb1.cisco.com|Unknown|56000|1|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
216|690214|10.32.202.30|678689_10.34.215.3|11|Loopback0|Loopback0@sjc22-22a-heb1.cisco.com|Unknown|8000000000|24|(null)|LoopbackInterface|1|1|1|1899-12-31|2199-12-31
217|690215|10.32.202.30|678689_10.34.215.3|17|GigabitEthernet0/0/0|GigabitEthernet0/0/0@sjc22-22a-heb1.cisco.com|Unknown|1000000000|6|d0:d0:fd:14:80:40|SwitchPort|2|2|1|1899-12-31|2199-12-31
218|690216|10.32.202.30|678689_10.34.215.3|18|GigabitEthernet0/0/1|GigabitEthernet0/0/1@sjc22-22a-heb1.cisco.com|Unknown|1000000000|6|d0:d0:fd:14:80:41|SwitchPort|1|2|1|1899-12-31|2199-12-31
219|690217|10.32.202.30|678689_10.34.215.3|19|GigabitEthernet0/0/2|GigabitEthernet0/0/2@sjc22-22a-heb1.cisco.com|Unknown|1000000000|6|d0:d0:fd:14:80:42|SwitchPort|1|2|1|1899-12-31|2199-12-31
220|690218|10.32.202.30|678689_10.34.215.3|20|GigabitEthernet0/0/3|GigabitEthernet0/0/3@sjc22-22a-heb1.cisco.com|Unknown|1000000000|6|d0:d0:fd:14:80:43|SwitchPort|1|2|1|1899-12-31|2199-12-31
221|690219|10.32.202.30|678689_10.34.215.3|50|GigabitEthernet0/0.50|GigabitEthernet0/0.50@sjc22-22a-heb1.cisco.com|Unknown|1000000000|135|(null)|EthernetSubInterface|1|1|1|1899-12-31|2199-12-31
222|690220|10.32.202.30|678689_10.34.215.3|33|GigabitEthernet0/0.100|GigabitEthernet0/0.100@sjc22-22a-heb1.cisco.com|Wireless AP vlan|1000000000|135|(null)|EthernetSubInterface|1|1|1|1899-12-31|2199-12-31
223|690221|10.32.202.30|678689_10.34.215.3|35|GigabitEthernet0/0.102|GigabitEthernet0/0.102@sjc22-22a-heb1.cisco.com|alpha-voice SSID VLAN|1000000000|135|(null)|EthernetSubInterface|1|1|1|1899-12-31|2199-12-31
224|690222|10.32.202.30|678689_10.34.215.3|38|GigabitEthernet0/0.103|GigabitEthernet0/0.103@sjc22-22a-heb1.cisco.com|alpha-byod SSID VLAN|1000000000|135|(null)|EthernetSubInterface|2|2|1|1899-12-31|2199-12-31
225|690223|10.32.202.30|678689_10.34.215.3|41|GigabitEthernet0/0.111|GigabitEthernet0/0.111@sjc22-22a-heb1.cisco.com|Unknown|1000000000|135|(null)|EthernetSubInterface|1|1|1|1899-12-31|2199-12-31
